Show, Airdate, AppearanceID, GuestResource, WikipediaLink, LabelSource, Academic, Actor, Athlete, Business, Clergy, Comedian, Journalist, Musician, Policy, Politician, Writer
colbert, 2007-01-17, 1979, Lynn_Swann, http://en.wikipedia.org/wiki/Lynn_Swann, heuristics, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0
colbert, 2007-01-17, 1980, Richard_A._Clarke, http://en.wikipedia.org/wiki/Richard_A._Clarke, classifier, 0, 0, 0, 1, 0, 0, 0, 0, 0.97, 0.2, 0.05
tds, 2007-01-18, 89, Robin_Wright_(actress), http://en.wikipedia.org/wiki/Robin_Wright_(actress), heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-01-18, 1981, Bill_O%27Reilly_(commentator), http://en.wikipedia.org/wiki/Bill_O%27Reilly_(commentator), classifier, 0.05, 0.14, 0.06, 0.02, 0, 0.14, 0.14, 0.13, 0.03, 0.14, 0.14
tds, 2007-01-22, 90, General_(United_Kingdom), http://en.wikipedia.org/wiki/General_(United_Kingdom), classifier, 0.03, 0.17, 0.06, 0.02, 0, 0.16, 0.08, 0.16, 0.02, 0.16, 0.12
tds, 2007-01-22, 91, Rupert_Smith, http://en.wikipedia.org/wiki/Rupert_Smith, classifier, 0.98, 0, 0.13, 1, 1, 0, 0, 0, 1, 1, 0.45
colbert, 2007-01-22, 1982, Thomas_Schaller, http://en.wikipedia.org/wiki/Thomas_Schaller, heuristics, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
tds, 2007-01-23, 92, Terry_McAuliffe, http://en.wikipedia.org/wiki/Terry_McAuliffe, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-01-23, 1983, Michael_S._Steele, http://en.wikipedia.org/wiki/Michael_S._Steele, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-01-24, 93, Scott_McClellan, http://en.wikipedia.org/wiki/Scott_McClellan, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-01-24, 1984, Lou_Dobbs, http://en.wikipedia.org/wiki/Lou_Dobbs, classifier, 0, 0.48, 0, 0.03, 0, 0.42, 0.01, 0.44, 0.01, 0.01, 0.07
tds, 2007-01-25, 95, Chuck_Schumer, http://en.wikipedia.org/wiki/Chuck_Schumer, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-01-25, 94, United_States_Senate, http://en.wikipedia.org/wiki/United_States_Senate, classifier, 0.99, 0.01, 0.98, 1, 1, 0, 0, 1, 1, 1, 0
colbert, 2007-01-25, 1985, Mike_Wallace_(journalist), http://en.wikipedia.org/wiki/Mike_Wallace_(journalist), heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-01-29, 96, Bill_Gates, http://en.wikipedia.org/wiki/Bill_Gates, heuristics, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
tds, 2007-01-30, 97, Neil_deGrasse_Tyson, http://en.wikipedia.org/wiki/Neil_deGrasse_Tyson, heuristics, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-01-30, 1986, Donna_Shalala, http://en.wikipedia.org/wiki/Donna_Shalala, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-01-31, 99, Joe_Biden, http://en.wikipedia.org/wiki/Joe_Biden, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-01-31, 98, United_States_Senate, http://en.wikipedia.org/wiki/United_States_Senate, classifier, 0.99, 0.01, 0.98, 1, 1, 0, 0, 1, 1, 1, 0
colbert, 2007-01-31, 1987, Jed_Babbin, http://en.wikipedia.org/wiki/Jed_Babbin, classifier, 0.04, 0.12, 0.05, 0.02, 0, 0.14, 0.15, 0.12, 0.02, 0.15, 0.14
tds, 2007-02-01, 100, Sienna_Miller, http://en.wikipedia.org/wiki/Sienna_Miller, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-02-01, 1988, Chuck_Schumer, http://en.wikipedia.org/wiki/Chuck_Schumer, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-02-05, 210, Walter_Scheib, http://en.wikipedia.org/wiki/Walter_Scheib, classifier, 0, 0.02, 0.76, 0.77, 0, 0.06, 0.03, 0.07, 0.13, 0.98, 0.22
colbert, 2007-02-05, 2122, Wendy_Kopp, http://en.wikipedia.org/wiki/Wendy_Kopp, classifier, 0, 0.16, 0, 0.46, 0, 0.3, 0.01, 0, 0.09, 0, 0.25
tds, 2007-02-06, 211, Mike_Rowe_(television_host), http://en.wikipedia.org/wiki/Mike_Rowe_(television_host), classifier, 0, 0.04, 0, 0.46, 0, 0.09, 0.04, 0.06, 0.05, 0, 0.29
colbert, 2007-02-06, 2123, Charlie_LeDuff, http://en.wikipedia.org/wiki/Charlie_LeDuff, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
tds, 2007-02-07, 212, Ralph_Nader, http://en.wikipedia.org/wiki/Ralph_Nader, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
colbert, 2007-02-07, 2124, Steven_Pinker, http://en.wikipedia.org/wiki/Steven_Pinker, heuristics, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
tds, 2007-02-08, 213, John_Mellencamp, http://en.wikipedia.org/wiki/John_Mellencamp, heuristics, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
colbert, 2007-02-08, 2126, Chris_Hedges, http://en.wikipedia.org/wiki/Chris_Hedges, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-02-08, 2125, Debra_Dickerson, http://en.wikipedia.org/wiki/Debra_Dickerson, classifier, 0.04, 0.12, 0.06, 0.02, 0, 0.14, 0.14, 0.12, 0.02, 0.15, 0.14
tds, 2007-02-12, 214, Jeffrey_Rosen, http://en.wikipedia.org/wiki/Jeffrey_Rosen, classifier, 0.04, 0.09, 0.02, 0.07, 0.01, 0.04, 0.03, 0.73, 0.01, 0.11, 0.06
colbert, 2007-02-12, 2127, Michael_Oppenheimer, http://en.wikipedia.org/wiki/Michael_Oppenheimer, classifier, 0.18, 0.16, 0, 0, 0, 0.02, 0.04, 0.49, 0.03, 0.09, 0.25
tds, 2007-02-13, 215, Christopher_C._Horner, http://en.wikipedia.org/wiki/Christopher_C._Horner, classifier, 0.04, 0.12, 0.05, 0.02, 0, 0.14, 0.15, 0.12, 0.02, 0.15, 0.14
colbert, 2007-02-13, 2128, Sheryl_WuDunn, http://en.wikipedia.org/wiki/Sheryl_WuDunn, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-02-14, 216, Ishmael_Beah, http://en.wikipedia.org/wiki/Ishmael_Beah, classifier, 0, 0.22, 0, 0.02, 0, 0.58, 0.01, 0, 0, 0, 0.94
colbert, 2007-02-14, 2129, Lance_Armstrong, http://en.wikipedia.org/wiki/Lance_Armstrong, classifier, 0, 0, 1, 1, 1, 0, 0, 0.96, 0.98, 0.01, 0
tds, 2007-02-15, 217, Meredith_Vieira, http://en.wikipedia.org/wiki/Meredith_Vieira, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-02-15, 2130, Shashi_Tharoor, http://en.wikipedia.org/wiki/Shashi_Tharoor, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
tds, 2007-02-26, 218, Craig_Newmark, http://en.wikipedia.org/wiki/Craig_Newmark, classifier, 0.98, 0, 0, 1, 1, 0, 0.33, 0, 0.99, 0, 0.65
colbert, 2007-02-26, 2131, Zev_Chafets, http://en.wikipedia.org/wiki/Zev_Chafets, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-02-27, 219, John_Amaechi, http://en.wikipedia.org/wiki/John_Amaechi, heuristics, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-02-27, 2132, Craig_Venter, http://en.wikipedia.org/wiki/Craig_Venter, classifier, 1, 0, 0, 0.98, 0.94, 0, 0, 0, 0.91, 0.01, 0.94
tds, 2007-02-28, 220, Jake_Gyllenhaal, http://en.wikipedia.org/wiki/Jake_Gyllenhaal, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
tds, 2007-03-01, 222, Al_Sharpton, http://en.wikipedia.org/wiki/Al_Sharpton, classifier, 0, 0, 0, 0.52, 0, 0, 0, 0, 0.06, 0, 0
tds, 2007-03-01, 221, Reverend, http://en.wikipedia.org/wiki/Reverend, classifier, 0.05, 0.14, 0.05, 0.02, 0, 0.14, 0.14, 0.13, 0.02, 0.14, 0.14
colbert, 2007-03-01, 2133, Larry_King, http://en.wikipedia.org/wiki/Larry_King, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-03-05, 223, Bob_Woodruff, http://en.wikipedia.org/wiki/Bob_Woodruff, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-03-05, 2134, Ben_%26_Jerry%27s, http://en.wikipedia.org/wiki/Ben_%26_Jerry%27s, classifier, 0, 0.09, 0, 0.68, 1, 0.02, 0, 1, 0.03, 0.01, 0.01
tds, 2007-03-06, 224, Richard_Jadick, http://en.wikipedia.org/wiki/Richard_Jadick, classifier, 1, 0, 0, 0.29, 1, 0, 0, 0, 0.96, 1, 0.99
colbert, 2007-03-06, 2135, Mark_Frauenfelder, http://en.wikipedia.org/wiki/Mark_Frauenfelder, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-03-07, 225, Wynton_Marsalis, http://en.wikipedia.org/wiki/Wynton_Marsalis, classifier, 0, 0.37, 0, 0, 0.36, 0, 0, 1, 0, 0, 0
colbert, 2007-03-07, 2136, Michael_Specter, http://en.wikipedia.org/wiki/Michael_Specter, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-03-08, 2137, Ted_Koppel, http://en.wikipedia.org/wiki/Ted_Koppel, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-03-12, 332, Christopher_Dodd, http://en.wikipedia.org/wiki/Christopher_Dodd, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-03-12, 331, United_States_Senator, http://en.wikipedia.org/wiki/United_States_Senator, classifier, 0.99, 0.01, 0.98, 1, 1, 0, 0, 1, 1, 1, 0
colbert, 2007-03-12, 2262, Nicholas_Kristof, http://en.wikipedia.org/wiki/Nicholas_Kristof, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
tds, 2007-03-13, 333, John_Waters_(filmmaker), http://en.wikipedia.org/wiki/John_Waters_(filmmaker), heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-03-13, 2263, Michael_Eric_Dyson, http://en.wikipedia.org/wiki/Michael_Eric_Dyson, classifier, 0.01, 0, 0, 0.34, 0, 0, 0.79, 0, 0.95, 0, 0.34
tds, 2007-03-14, 334, Zbigniew_Brzezinski, http://en.wikipedia.org/wiki/Zbigniew_Brzezinski, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-03-14, 2264, Ed_Viesturs, http://en.wikipedia.org/wiki/Ed_Viesturs, classifier, 0.04, 0.08, 0.1, 0.02, 0, 0.05, 0.11, 0.22, 0.03, 0.15, 0.17
tds, 2007-03-15, 335, Sandra_Bullock, http://en.wikipedia.org/wiki/Sandra_Bullock, heuristics, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
colbert, 2007-03-15, 2265, Ayaan_Hirsi_Ali, http://en.wikipedia.org/wiki/Ayaan_Hirsi_Ali, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
tds, 2007-03-19, 336, Stephen_Prothero, http://en.wikipedia.org/wiki/Stephen_Prothero, classifier, 0.04, 0.06, 0.05, 0.01, 0, 0.16, 0.11, 0.17, 0.03, 0.17, 0.17
colbert, 2007-03-19, 2266, Jerome_Groopman, http://en.wikipedia.org/wiki/Jerome_Groopman, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
tds, 2007-03-20, 337, John_R._Bolton, http://en.wikipedia.org/wiki/John_R._Bolton, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-03-20, 2268, Richard_Holbrooke, http://en.wikipedia.org/wiki/Richard_Holbrooke, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-03-20, 2267, Willie_Nelson, http://en.wikipedia.org/wiki/Willie_Nelson, heuristics, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0
tds, 2007-03-21, 338, Chris_Hansen, http://en.wikipedia.org/wiki/Chris_Hansen, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-03-21, 2269, Benjamin_Barber, http://en.wikipedia.org/wiki/Benjamin_Barber, heuristics, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
tds, 2007-03-22, 339, Don_Cheadle, http://en.wikipedia.org/wiki/Don_Cheadle, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
colbert, 2007-03-22, 2270, Katie_Couric, http://en.wikipedia.org/wiki/Katie_Couric, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-03-26, 341, John_Kerry, http://en.wikipedia.org/wiki/John_Kerry, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-03-26, 340, United_States_Senator, http://en.wikipedia.org/wiki/United_States_Senator, classifier, 0.99, 0.01, 0.98, 1, 1, 0, 0, 1, 1, 1, 0
colbert, 2007-03-26, 2271, Gwen_Ifill, http://en.wikipedia.org/wiki/Gwen_Ifill, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
colbert, 2007-03-26, 2272, John_Perry_Barlow, http://en.wikipedia.org/wiki/John_Perry_Barlow, classifier, 0.01, 0, 0, 0.06, 0.74, 0.02, 0.01, 0, 0.67, 0, 1
tds, 2007-03-27, 342, Dennis_Miller, http://en.wikipedia.org/wiki/Dennis_Miller, heuristics, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
colbert, 2007-03-27, 2274, James_Fallows, http://en.wikipedia.org/wiki/James_Fallows, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-03-27, 2273, Madeleine_Albright, http://en.wikipedia.org/wiki/Madeleine_Albright, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-03-28, 344, Bill_Richardson, http://en.wikipedia.org/wiki/Bill_Richardson, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-03-28, 343, Governor#United_States, http://en.wikipedia.org/wiki/Governor#United_States, classifier, 0.66, 0.15, 0.32, 0.53, 0.71, 0.15, 0.96, 0.16, 0.48, 0.39, 0.15
colbert, 2007-03-28, 2275, Jabari_Asim, http://en.wikipedia.org/wiki/Jabari_Asim, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-03-29, 345, Philip_Zimbardo, http://en.wikipedia.org/wiki/Philip_Zimbardo, heuristics, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-03-29, 2276, Clive_James, http://en.wikipedia.org/wiki/Clive_James, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
tds, 2007-04-09, 346, Bill_Bradley, http://en.wikipedia.org/wiki/Bill_Bradley, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-04-09, 2277, Katrina_vanden_Heuvel, http://en.wikipedia.org/wiki/Katrina_vanden_Heuvel, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-04-10, 347, Walter_Isaacson, http://en.wikipedia.org/wiki/Walter_Isaacson, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
colbert, 2007-04-10, 2279, Andr%C3%A1s_Simonyi, http://en.wikipedia.org/wiki/Andr%C3%A1s_Simonyi, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-04-10, 2278, Jeannette_Walls, http://en.wikipedia.org/wiki/Jeannette_Walls, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
tds, 2007-04-11, 348, Halle_Berry, http://en.wikipedia.org/wiki/Halle_Berry, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-04-11, 2280, Vali_Nasr, http://en.wikipedia.org/wiki/Vali_Nasr, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-04-12, 490, Richard_Preston, http://en.wikipedia.org/wiki/Richard_Preston, classifier, 0.04, 0.08, 0.02, 0.03, 0, 0.04, 0.04, 0.35, 0.02, 0.2, 0.18
colbert, 2007-04-12, 2281, Dr._Richard_Land, http://en.wikipedia.org/wiki/Dr._Richard_Land, classifier, 0, 0.26, 0, 0.04, 0, 0.04, 0.21, 0.04, 0.06, 0.01, 0.09
tds, 2007-04-16, 491, Andrew_Card, http://en.wikipedia.org/wiki/Andrew_Card, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-04-16, 2408, John_Kerry, http://en.wikipedia.org/wiki/John_Kerry, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-04-17, 492, Sig_Hansen, http://en.wikipedia.org/wiki/Sig_Hansen, classifier, 0, 0.86, 0, 0.06, 0, 0.68, 0, 0.38, 0, 0, 0.15
colbert, 2007-04-17, 2409, Elaine_Pagels, http://en.wikipedia.org/wiki/Elaine_Pagels, classifier, 1, 0, 0, 0.96, 0.65, 0, 0, 0, 0.59, 0.71, 0.67
tds, 2007-04-18, 493, Ali_Allawi, http://en.wikipedia.org/wiki/Ali_Allawi, classifier, 0, 0.01, 0.22, 0.1, 0, 0.11, 0.01, 0.03, 0.01, 0.97, 0.01
colbert, 2007-04-18, 2410, Paulina_Porizkova, http://en.wikipedia.org/wiki/Paulina_Porizkova, classifier, 0, 0.41, 0.25, 0.02, 0.23, 0, 0, 0.03, 0.01, 0.28, 0.01
tds, 2007-04-19, 494, Jeremy_Scahill, http://en.wikipedia.org/wiki/Jeremy_Scahill, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-04-19, 2411, Robert_Pinsky, http://en.wikipedia.org/wiki/Robert_Pinsky, heuristics, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
colbert, 2007-04-19, 2412, Sean_Penn, http://en.wikipedia.org/wiki/Sean_Penn, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
tds, 2007-04-23, 495, Matthew_Cooper_(American_journalist), http://en.wikipedia.org/wiki/Matthew_Cooper_(American_journalist), heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-04-23, 2413, Mike_Huckabee, http://en.wikipedia.org/wiki/Mike_Huckabee, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-04-23, 2414, Russell_Simmons, http://en.wikipedia.org/wiki/Russell_Simmons, classifier, 0, 0.54, 0, 1, 0, 0.14, 0, 0.05, 0.05, 0, 0.03
tds, 2007-04-24, 497, John_McCain, http://en.wikipedia.org/wiki/John_McCain, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-04-24, 496, United_States_Senator, http://en.wikipedia.org/wiki/United_States_Senator, classifier, 0.99, 0.01, 0.98, 1, 1, 0, 0, 1, 1, 1, 0
colbert, 2007-04-24, 2415, Andrew_Weil, http://en.wikipedia.org/wiki/Andrew_Weil, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
tds, 2007-04-25, 498, Garry_Shandling, http://en.wikipedia.org/wiki/Garry_Shandling, heuristics, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
colbert, 2007-04-25, 2416, David_M._Walker_(U.S._Comptroller_General), http://en.wikipedia.org/wiki/David_M._Walker_(U.S._Comptroller_General), classifier, 0.13, 0.33, 0.48, 0.32, 0.01, 0.12, 0.11, 0.33, 0.18, 0.77, 0.2
tds, 2007-04-26, 499, Richard_Gere, http://en.wikipedia.org/wiki/Richard_Gere, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-04-26, 2417, Madeleine_Bordallo, http://en.wikipedia.org/wiki/Madeleine_Bordallo, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-04-26, 2418, Tom_Wolfe, http://en.wikipedia.org/wiki/Tom_Wolfe, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
tds, 2007-04-30, 500, Christopher_Hitchens, http://en.wikipedia.org/wiki/Christopher_Hitchens, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
colbert, 2007-04-30, 2420, Bill_Bradley, http://en.wikipedia.org/wiki/Bill_Bradley, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-04-30, 2419, Neil_deGrasse_Tyson, http://en.wikipedia.org/wiki/Neil_deGrasse_Tyson, heuristics, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
tds, 2007-05-01, 501, Tobey_Maguire, http://en.wikipedia.org/wiki/Tobey_Maguire, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-05-01, 2421, Malcolm_Gladwell, http://en.wikipedia.org/wiki/Malcolm_Gladwell, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
tds, 2007-05-02, 502, Pierre_Rehov, http://en.wikipedia.org/wiki/Pierre_Rehov, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
colbert, 2007-05-02, 2423, Gina_Kolata, http://en.wikipedia.org/wiki/Gina_Kolata, classifier, 0.03, 0.07, 0.05, 0.01, 0, 0.18, 0.08, 0.19, 0.02, 0.18, 0.15
colbert, 2007-05-02, 2422, Mike_Gravel, http://en.wikipedia.org/wiki/Mike_Gravel, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-05-03, 503, Ted_Koppel, http://en.wikipedia.org/wiki/Ted_Koppel, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-05-03, 2424, Conn_Iggulden, http://en.wikipedia.org/wiki/Conn_Iggulden, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
tds, 2007-05-07, 504, Lee_Gutkind, http://en.wikipedia.org/wiki/Lee_Gutkind, classifier, 0.04, 0.12, 0.06, 0.02, 0, 0.14, 0.14, 0.12, 0.02, 0.15, 0.14
colbert, 2007-05-07, 2425, Richard_Preston, http://en.wikipedia.org/wiki/Richard_Preston, classifier, 0.04, 0.08, 0.02, 0.03, 0, 0.04, 0.04, 0.35, 0.02, 0.2, 0.18
tds, 2007-05-08, 505, George_Tenet, http://en.wikipedia.org/wiki/George_Tenet, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-05-08, 2426, Nassim_Nicholas_Taleb, http://en.wikipedia.org/wiki/Nassim_Nicholas_Taleb, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
tds, 2007-05-09, 506, Michael_Beschloss, http://en.wikipedia.org/wiki/Michael_Beschloss, heuristics, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
colbert, 2007-05-09, 2428, Jane_Fonda, http://en.wikipedia.org/wiki/Jane_Fonda, heuristics, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
colbert, 2007-05-09, 2427, Salman_Rushdie, http://en.wikipedia.org/wiki/Salman_Rushdie, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
tds, 2007-05-10, 660, Reza_Aslan, http://en.wikipedia.org/wiki/Reza_Aslan, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
colbert, 2007-05-10, 2429, Jann_Wenner, http://en.wikipedia.org/wiki/Jann_Wenner, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-05-14, 661, Jeremy_Paxman, http://en.wikipedia.org/wiki/Jeremy_Paxman, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
colbert, 2007-05-14, 2552, William_Langewiesche, http://en.wikipedia.org/wiki/William_Langewiesche, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
tds, 2007-05-15, 662, Tim_Russert, http://en.wikipedia.org/wiki/Tim_Russert, heuristics, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
colbert, 2007-05-15, 2553, Walter_Isaacson, http://en.wikipedia.org/wiki/Walter_Isaacson, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
tds, 2007-05-16, 663, Don_Rickles, http://en.wikipedia.org/wiki/Don_Rickles, heuristics, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0
colbert, 2007-05-16, 2554, Howard_Dean, http://en.wikipedia.org/wiki/Howard_Dean, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-05-17, 664, Brink_Lindsey, http://en.wikipedia.org/wiki/Brink_Lindsey, classifier, 0.03, 0, 0, 0.23, 0.68, 0, 1, 0, 0.73, 0, 0.8
colbert, 2007-05-17, 2555, Tom_DeLay, http://en.wikipedia.org/wiki/Tom_DeLay, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-05-21, 665, Zaki_Chehab, http://en.wikipedia.org/wiki/Zaki_Chehab, classifier, 0.03, 0.07, 0.05, 0.01, 0, 0.16, 0.1, 0.17, 0.02, 0.17, 0.17
colbert, 2007-05-21, 2556, Jared_Diamond, http://en.wikipedia.org/wiki/Jared_Diamond, heuristics, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
tds, 2007-05-22, 666, Margaret_Spellings, http://en.wikipedia.org/wiki/Margaret_Spellings, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-05-22, 2557, John_Amaechi, http://en.wikipedia.org/wiki/John_Amaechi, heuristics, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
tds, 2007-05-23, 667, Lieutenant_Colonel_(United_States), http://en.wikipedia.org/wiki/Lieutenant_Colonel_(United_States), classifier, 0.03, 0.17, 0.06, 0.02, 0, 0.16, 0.08, 0.16, 0.02, 0.16, 0.12
colbert, 2007-05-23, 2558, Bay_Buchanan, http://en.wikipedia.org/wiki/Bay_Buchanan, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-05-24, 668, Al_Gore, http://en.wikipedia.org/wiki/Al_Gore, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
colbert, 2007-05-24, 2559, Jimmy_Wales, http://en.wikipedia.org/wiki/Jimmy_Wales, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
tds, 2007-06-04, 670, Ron_Paul, http://en.wikipedia.org/wiki/Ron_Paul, heuristics, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
